,Drug,#,%,(,),+,-,.,/,0,1,2,3,4,5,6,7,8,9,=,@,A,B,C,F,H,I,K,L,M,N,O,P,S,W,Z,[,\,],a,b,c,e,g,i,l,n,o,r,s,t,u,target
7941,Fc1cccc(C2NC(=S)NC3=C2N2CCC3CC2)c1,0,0,2,2,0,0,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
7942,Cc1ccc(C(c2ccc(C)o2)c2cccc([N+](=O)[O-])c2O)o1,0,0,5,5,1,1,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,2,0,2,0,0,14,0,0,0,0,0,2,0,0,0,0,1
7943,CCCS(=O)(=O)N1CCN(CC2CC=CCC2)CC1.O=C(O)C(=O)O,0,0,5,5,0,0,1,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7944,CCOC(=O)C1CCCN(S(=O)(=O)c2ccccc2)C1,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
7945,CN1C(=O)C(=Cc2ccc(N3CCCCCC3)o2)C(=O)N(C)C1=S,0,0,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1
7946,Cc1cc(C)c(NC(=O)C(C)Sc2nnc(-c3ccco3)n2-c2ccccc2)c(C)c1,0,0,6,6,0,2,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,18,0,0,0,0,3,1,0,0,0,0,1
7947,COc1ccc(-n2c(-c3cnccn3)n[nH]c2=S)cc1,0,0,2,2,0,2,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,12,0,0,0,0,5,0,0,0,0,0,0
7948,O=C(NCCCN1CCCC1=O)Nc1ccc(F)c(Cl)c1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
7949,O=C(CSCc1cccc(Cl)c1)NCc1ccc2c(c1)OCO2,0,0,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1
7950,Cn1c(CC(=O)Nc2ccc(Cl)c(Cl)c2)nnc1SCC(=O)N1CCN(c2ccccc2)CC1,0,0,6,6,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,14,0,0,0,2,3,0,0,0,0,0,1
7951,COc1ccc(-c2c(C)nn(Cc3ccccc3)c2N)cc1,0,0,3,3,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,1
7952,Cc1nnc(SCc2ccc(F)cc2Cl)s1,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,2,0,0,1,0,0,0
7953,CCN(CC)c1nc(Nc2ccccc2)nc(Oc2ccc(C(=O)OC)cc2)n1,0,0,5,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,1
7954,CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)NCCc1ccccc1,0,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1
7955,O=C(Nc1nccs1)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(F)cc1,0,0,4,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,0,0,1
7956,Cc1ccc(S(=O)(=O)N(CC(=O)N2CCN(c3ccc(F)cc3)CC2)C2CCCCC2)cc1,0,0,7,7,0,0,0,0,0,2,4,2,0,0,0,0,0,0,3,0,0,0,13,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
7957,CCOC(=O)CSc1nnc(NC(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)s1,0,0,6,6,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,1
7958,Cc1nc(N2CCOCC2)nc(N2CCN(c3ccccc3)CC2)c1[N+](=O)[O-],0,0,4,4,1,1,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,2,0,2,0,0,10,0,0,0,0,2,0,0,0,0,0,1
7959,CCn1c(SCC(=O)Nc2sc3c(c2C#N)CCC(C(C)(C)C)C3)nnc1-c1ccco1,1,0,6,6,0,1,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,3,1,0,1,0,0,1
7960,Cc1cc(C)n(C(=O)c2cc3c(s2)CCCC3)n1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,1,0,0,1
7961,CC1=CC(C)(C)N(C(=O)c2ccccc2)c2ccc(C)cc21,0,0,5,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
7962,C=CCn1c(SCC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)nc2sc(C)c(-c3ccccc3)c2c1=O,0,0,7,7,0,2,0,0,0,2,4,4,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,1,0,0,1
7963,COc1ccccc1Oc1ccc2c(c1)C(=O)N(c1ccc(C)cc1)C2=O,0,0,4,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
7964,COc1ccc(-n2c(N)c(C(=O)NCc3ccco3)sc2=S)cc1,0,0,4,4,0,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,1,0,0,1
7965,CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,0,0,4,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,1
7966,O=C(CCN1C(=O)c2ccccc2C1=O)Oc1ccc2ccccc2c1,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
7967,O=C1c2ccccc2CCC12N=NCC2c1ccccc1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
7968,COC(=O)C1=C(C)N=C2SC(C)C(=O)N2C1/C=C/c1ccccc1,0,0,4,4,0,0,0,2,0,4,2,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
7969,O=C(O)c1c[nH]c2cc(C(F)(F)F)ccc2c1=O,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,3,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0
7970,CCCC1S/C(=N/N=C/c2ccc(OC)cc2)N(Cc2ccc(OC)cc2)C1=O,0,0,4,4,0,0,0,3,0,2,4,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
7971,CCOC(=O)c1ccccc1OCc1cc(/C=N/n2cnnc2)ccc1OC,0,0,2,2,0,0,0,2,0,4,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1
7972,CCOc1ccc(N=C2NC(=O)S/C2=C\c2ccc(O)cc2)cc1,0,0,3,3,0,0,0,1,0,2,4,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,2,3,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
7973,CCCN1CNC(=S)N(c2cccc(C)c2C)C1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
7974,CCN1CNC(=S)N(c2cc(C)ccc2C)C1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
7975,CCn1c(=O)[nH]c2ccccc2c1=O,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,8,0,0,0,0,2,0,0,0,0,0,0
7976,C/C(=N\NC(=O)CC1N=C(Cc2ccccc2)NNC1=O)c1ccc(Cl)cc1Cl,0,0,4,4,0,0,0,1,0,4,2,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
7977,CN(C)c1ccc(/C=N/N2C(=S)SC(C)(C)C2N(O)C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,0,0,9,9,1,1,0,2,0,2,4,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,6,4,0,2,0,0,2,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,1
7978,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1.Cl,0,0,3,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,1,0,0,0
7979,COc1ccc(C2CC(=O)c3cnc(Nc4cc(C)cc(C)c4)nc3C2)cc1,0,0,5,5,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1
7980,COc1ccc(Nc2ncc3c(n2)CC(c2ccc(C)cc2)CC3=O)cc1,0,0,4,4,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1
7981,CC1CC(=O)c2cnc(N)nc2C1,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
7982,CCCC(=O)Nc1nnc(CCN2CCCCC2)s1,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0
7983,O=c1[nH]c(=O)n(CCC2=CCCCC2)c(O)c1C=Nc1cccc(F)c1,0,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,9,1,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0
7984,CCCCn1c(O)c(C(CC)=NCc2ccc(F)cc2)c(=O)[nH]c1=O,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,8,1,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,1
7985,CCCCn1c(O)c(C(CC)=Nc2ccc(OC)cc2OC)c(=O)[nH]c1=O,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,9,0,1,0,0,0,0,1,5,0,0,0,0,1,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,1
7986,CCOc1ccc(CC(C(N)=O)C(N)=O)cc1CN(C)C,0,0,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
7987,CCN(CC)CCNC(=O)C(C)c1nn(C)c(=O)c2ccccc12,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0
7988,Cc1nn(-c2ccccc2)c2c1C(=O)N(Cc1ccccc1)C(=O)C(C)(C)C2,0,0,6,6,0,1,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,1
7989,COc1cccc(Cn2c(NCc3cccnc3)nc3c2c(=O)n(C)c(=O)n3C)c1,0,0,5,5,0,0,0,0,0,2,2,4,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,1
7990,Cc1ccc2[nH]c(C)c(/C=N/Nc3nc4ccccc4s3)c2c1,0,0,2,2,0,0,0,2,0,2,2,2,2,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,15,0,0,0,0,2,0,0,1,0,0,1
7991,CN(C)CCN1C(=O)C(O)=C(C(=O)c2cc3ccccc3o2)C1c1cccc(Br)c1,0,0,6,6,0,0,0,0,0,4,2,2,0,0,0,0,0,0,3,0,0,1,9,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0
7992,O=C1c2ccccc2CCC12N=NCC2c1ccc(Cl)cc1,0,0,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1
7993,Cc1ccc(C(=O)c2oc3nc(C)cc(C)c3c2N)cc1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,1
7994,CC1=CC(=O)C=CC1(C)C(Cl)(Cl)Cl,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7995,O=C1C2Sc3[nH]c(=O)sc3C(c3ccccc3)C2C(=O)N1c1ccc(Cl)cc1,0,0,4,4,0,0,0,0,0,4,2,4,0,0,0,0,0,0,3,0,0,0,6,0,1,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,15,0,0,0,1,1,0,0,1,0,0,1
7996,O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)CC1,0,0,5,5,0,0,0,0,0,4,2,2,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,2,4,0,1,0,0,1,0,1,0,0,11,0,0,0,0,1,2,0,0,0,0,0
7997,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=NO)c2cc(S(=O)(=O)N4CCC(C)CC4)ccc2-3)CC1,0,0,9,9,0,1,0,0,0,2,4,2,2,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
7998,O=C(Nc1cccc(Cl)c1)N1CCN2C(=O)c3ccccc3C12c1ccccc1,0,0,3,3,0,0,0,0,0,6,2,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,1
7999,O=C(COc1ccc(F)cc1)Nc1nnc(-c2ccncc2)s1,0,0,3,3,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,1,0,0,1
8000,Cc1nc2ccccc2nc1SCC(=O)N1CCC(C)CC1,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,1
8001,CCCCCOC(=O)c1c(N)n(CCOC)c2nc3ccccc3nc12,0,0,3,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,1
8002,COc1ccc2c(c1OC)C(=O)OC2Nc1ncccc1C,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0
8003,CCCCn1nc(-c2ccccc2)c2nc3ccccc3nc21,0,0,1,1,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0
8004,CCCc1cc(=O)oc2c(CN3CCOCC3)c(O)ccc12,0,0,3,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0
8005,Cn1c(=O)c2c(nc(Cl)n2Cc2ccc(Cl)c(Cl)c2)n(C)c1=O,0,0,6,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,0,1
8006,Cn1c(=O)c2c(nc(N3CCN(c4ccccn4)CC3)n2Cc2ccc(Cl)cc2Cl)n(C)c1=O,0,0,6,6,0,0,0,0,0,2,4,2,2,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16,0,0,0,2,5,0,0,0,0,0,0
8007,Clc1ccc(COc2ccccn2)cc1Cl,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2,1,0,0,0,0,0,0
8008,CCOC(=O)CNC(=O)c1cccnc1.Cl,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0
8009,CC(=O)/C=C/c1ccc2ccccc2n1,0,0,1,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0
8010,Nc1nc(N2CCOCC2)cc(=O)[nH]1,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0
8011,CC(C)C(CCNC(=O)CC(Cc1ccccc1)c1ccco1)c1ccco1,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,1
8012,COC(=O)C(NC(=O)c1ccc(Cl)cc1)(Nc1nc(C)cs1)C(F)(F)F,0,0,8,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,7,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,1,0,0,1
8013,CCN1CCN(c2nc(-c3ccccn3)nc3ccccc23)CC1,0,0,2,2,0,1,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0
8014,COc1ccc(-c2c(C)n([O-])c3c([n+]2=O)CCCC3)cc1,0,0,4,4,1,2,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,10,0,0,0,0,2,0,0,0,0,0,0
8015,CC(CC(=O)O)CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0,0,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8016,Cn1nc(-c2ccc(N3CCOCC3)c(NS(=O)(=O)c3ccc(Cl)cc3)c2)c2ccccc2c1=O,0,0,6,6,0,1,0,0,0,2,4,4,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,20,0,0,0,1,2,0,0,0,0,0,1
8017,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)Oc1ccccc1,0,0,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,14,0,0,0,0,1,0,1,0,0,0,1
8018,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCCc2ccccc21,0,0,3,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,1,7,0,1,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,14,0,0,0,0,1,0,1,0,0,0,1
8019,Cc1cc(=O)oc(C)c1C(=O)NCc1ccccc1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0
8020,Cc1cc(=O)oc(C)c1C(=O)N1CCCc2ccccc21,0,0,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0
8021,O=C(O)CCCCCNC(=O)c1ccccc1Br,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0
8022,O=C(c1ccccc1-c1nc(-c2ccccc2)no1)N1CCOCC1,0,0,2,2,0,2,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,1,0,0,0,0,1
8023,COc1cc(OC)nc(NC(C)=O)n1,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
8024,Cc1nc(SC(C(=O)c2ccccc2)c2ccccc2)n[nH]1,0,0,3,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,14,0,0,0,0,3,0,0,0,0,0,1
8025,c1ccc2c(CSc3nnc(-c4ccncc4)o3)cccc2c1,0,0,2,2,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,3,1,0,0,0,0,1
8026,N#C/C(=C\c1ccc(N2CCCC2)c([N+](=O)[O-])c1)c1nc2ccccc2[nH]1,1,0,4,4,1,1,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,3,2,0,0,0,0,3,1,3,0,0,13,0,0,0,0,2,0,0,0,0,0,1
8027,CCCn1c(-c2cccs2)nc2nc3ccccc3nc21,0,0,1,1,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,1,0,0,1
8028,COc1ccc2nc(SCC(=O)NN)cc(C)c2c1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0
8029,CCOC(=O)c1sc(NC(=O)CSc2nc(C)cc(C)n2)c(C#N)c1C,1,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,1
8030,Cc1cc(C)c(C#N)c(OCC(=O)c2ccc(Br)cc2)n1,1,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,1
8031,CCCC1(C)Nc2ccccc2-c2nc3ccccc3n21,0,0,1,1,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,1
8032,CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccco3)n2Cc2ccco2)cc1,0,0,4,4,0,1,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,16,0,0,0,0,3,2,0,0,0,0,1
8033,Cc1cc(C)n(-c2nc(NCC(C)O)c3c4c(sc3n2)COC(C)(C)C4)n1,0,0,7,7,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,1,0,0,1
